Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Age in Days
A815121,*Brian,08/13/2021 06:05:00 PM,Aug 2021,03/11/2018,Adoption,Foster,2,2,3 years,Pit Bull,White,0.18181818181818182
A669506,Buddy,04/03/2014 07:07:00 PM,Apr 2014,12/21/2011,Transfer,Partner,2,2,2 years,Beagle Mix,Tricolor,0.15151515151515152
A786029,Mia,04/03/2019 02:05:00 PM,Apr 2019,09/30/2018,Adoption,Foster,2,0,6 months,Labrador Retriever/Great Pyrenees,White/Tan,0.10585305105853052
A666819,Stripe,12/22/2013 12:58:00 PM,Dec 2013,09/07/2013,Transfer,Partner,1,2,3 months,Siamese/Domestic Shorthair,Black,0.09838107098381071
A840667,*Dylan,08/31/2021 03:55:00 PM,Aug 2021,06/11/2021,Transfer,Partner,2,1,2 months,Rottweiler,Black/Brown,0.09589041095890412
A854119,A854119,04/26/2022 03:11:00 PM,Apr 2022,02/15/2022,Adoption,Foster,1,3,2 months,Domestic Shorthair Mix,Black,0.09589041095890412
A801453,*Creampuff,08/11/2019 03:27:00 PM,Aug 2019,07/13/2019,Transfer,Partner,1,0,4 weeks,Domestic Shorthair,Brown Tabby/White,0.09323370693233707
A776458,Lilly,08/08/2018 12:46:00 PM,Aug 2018,11/14/2017,Adoption,Foster,2,3,8 months,Pit Bull Mix,Tan,0.11083437110834371
A684115,*Snowcream,08/11/2014 03:17:00 PM,Aug 2014,07/19/2011,Transfer,Partner,1,2,3 years,Domestic Shorthair Mix,Cream Tabby/White,0.18181818181818182
A907603,San,08/04/2024 06:01:00 PM,Aug 2024,05/02/2024,Adoption,Offsite,1,2,3 months,Domestic Shorthair Mix,Black,0.09838107098381071
A710402,Nevaeh,01/05/2020 01:52:00 PM,Jan 2020,07/22/2015,Transfer,Partner,1,3,4 years,Domestic Shorthair Mix,Calico,0.21212121212121213
A774277,*Minnie,07/13/2018 12:58:00 PM,Jul 2018,08/17/2017,Transfer,Partner,1,0,10 months,Domestic Shorthair Mix,Black/White,0.11581569115815692
A812415,*Amelia,06/09/2020 02:47:00 PM,Jun 2020,02/22/2019,Adoption,Foster,2,3,1 year,Labrador Retriever,Brown Brindle,0.12121212121212122
A847501,*Fir,01/12/2022 04:15:00 PM,Jan 2022,10/24/2021,Adoption,Foster,1,2,2 months,Domestic Longhair,Black/White,0.09589041095890412
A704276,*Chelsea,06/19/2015 01:43:00 PM,Jun 2015,06/03/2013,Transfer,Partner,2,0,2 years,American Staffordshire Terrier Mix,Blue/White,0.15151515151515152
A874135,*Farrah,03/15/2023 11:36:00 AM,Mar 2023,02/07/2018,Adoption,Foster,2,0,5 years,Chihuahua Shorthair Mix,Black,0.24242424242424243
A665091,Coco,10/23/2013 11:23:00 AM,Oct 2013,10/13/2005,Transfer,Partner,2,3,8 years,Chihuahua Shorthair Mix,Brown,0.33333333333333337
A725558,*Bailey,01/17/2017 09:13:00 AM,Jan 2017,04/30/2013,Adoption,Foster,1,3,3 years,Domestic Shorthair Mix,Brown Tabby,0.18181818181818182
A842551,Kit Kat,10/11/2021 05:45:00 PM,Oct 2021,10/04/2019,Transfer,Partner,1,3,2 years,Domestic Shorthair,Brown Tabby/White,0.15151515151515152
A742776,*Franzi,02/01/2017 01:09:00 PM,Feb 2017,01/27/2008,Transfer,Partner,2,3,9 years,Dachshund,Black/Tan,0.36363636363636365
A739086,Jojo,11/27/2016 06:08:00 PM,Nov 2016,11/27/2014,Euthanasia,Suffering,2,1,2 years,Labrador Retriever Mix,Brown,0.15151515151515152
A841248,A841248,09/28/2021 11:33:00 AM,Sep 2021,08/24/2019,Euthanasia,Aggressive,2,0,2 years,Pit Bull,Blue,0.15151515151515152
A675116,*Melinda,05/09/2014 01:00:00 PM,May 2014,09/23/2013,Transfer,Partner,1,3,7 months,Domestic Shorthair Mix,Tortie,0.10834371108343711
A792677,Zeus,04/15/2019 01:03:00 PM,Apr 2019,04/13/2017,Transfer,Partner,3,1,2 years,Guinea Pig,Tricolor,0.15151515151515152
A879902,*Fluff,05/28/2023 05:29:00 PM,May 2023,03/26/2023,Adoption,Foster,1,3,2 months,Domestic Shorthair,Black,0.09589041095890412
A857031,Kit-Kat,05/11/2022 06:57:00 PM,May 2022,10/11/2021,Return to Owner,Field,1,0,6 months,Domestic Shorthair,Tortie,0.10585305105853052
A777958,*Gatlin,08/28/2018 12:42:00 PM,Aug 2018,06/10/2018,Adoption,Foster,2,2,2 months,Pointer/Chihuahua Longhair,Tricolor,0.09589041095890412
A736721,*Hayden,10/22/2016 04:01:00 PM,Oct 2016,10/16/2005,Transfer,Partner,1,2,11 years,Domestic Shorthair Mix,Blue/White,0.4242424242424243
A813055,Rocko,10/16/2020 09:52:00 AM,Oct 2020,02/03/2018,Adoption,Foster,2,2,2 years,German Shepherd Mix,Tan/Black,0.15151515151515152
A816680,Stitch,06/02/2020 07:02:00 AM,Jun 2020,04/24/2010,Adoption,Foster,2,3,10 years,Australian Kelpie Mix,Brown Brindle,0.3939393939393939
A890138,*Nero,12/01/2023 05:28:00 PM,Dec 2023,07/02/2023,Adoption,Foster,1,2,4 months,Domestic Shorthair,Blue/White,0.10087173100871731
A763873,*Aparee,12/21/2017 03:53:00 PM,Dec 2017,12/17/2015,Transfer,Partner,1,0,2 years,Domestic Shorthair Mix,Torbie,0.15151515151515152
A854470,Galleta,04/06/2022 09:28:00 AM,Apr 2022,04/04/2021,Transfer,Out State,2,0,1 year,Landseer,Black/White,0.12121212121212122
A887002,A887002,08/21/2023 07:08:00 PM,Aug 2023,07/14/2023,Transfer,Partner,1,0,1 month,Siamese Mix,Flame Point,0.09339975093399751
A692520,Peanut Butte,11/25/2014 03:04:00 PM,Nov 2014,11/21/2013,Transfer,Partner,2,1,1 year,Shih Tzu Mix,Buff,0.12121212121212122
A720975,Moose,02/22/2016 01:18:00 PM,Feb 2016,02/18/2014,Transfer,Partner,2,1,2 years,Shih Tzu Mix,Cream,0.15151515151515152
A762495,Nayla Nicole,09/22/2022 02:51:00 PM,Sep 2022,07/06/2017,Transfer,Out State,2,3,5 years,Pit Bull/Boxer,Red,0.24242424242424243
A865297,*Aang,12/18/2022 05:20:00 PM,Dec 2022,08/17/2022,Adoption,Foster,1,2,4 months,Domestic Shorthair,White/Black,0.10087173100871731
A809493,Theo,11/26/2019 10:35:00 AM,Nov 2019,11/25/2017,Euthanasia,Suffering,3,4,2 years,Chinchilla,Gray,0.15151515151515152
A804523,*Maggie 168G,10/09/2019 06:05:00 PM,Oct 2019,09/08/2019,Transfer,Partner,1,0,4 weeks,Domestic Shorthair,Brown Tabby,0.09323370693233707
A788302,Zeus,04/05/2019 06:36:00 PM,Apr 2019,01/30/2019,Adoption,Foster,2,2,2 months,Labrador Retriever Mix,Tan/White,0.09589041095890412
A882896,*Nala,07/19/2023 12:31:00 PM,Jul 2023,04/29/2023,Adoption,Foster,1,3,2 months,Domestic Shorthair,Orange Tabby/White,0.09589041095890412
A669594,*Bunny,01/21/2014 06:34:00 PM,Jan 2014,11/23/2013,Adoption,Foster,1,3,1 month,Domestic Medium Hair Mix,Black,0.09339975093399751
A773427,Fluff,06/13/2018 04:32:00 PM,Jun 2018,05/31/2016,Transfer,Partner,1,3,2 years,Domestic Longhair Mix,Black,0.15151515151515152
A789369,Precious,04/09/2019 02:15:00 PM,Apr 2019,03/03/2009,Transfer,Partner,1,3,10 years,Domestic Shorthair Mix,Brown Tabby/White,0.3939393939393939
A824299,*Sakura,01/29/2021 11:40:00 AM,Jan 2021,10/10/2019,Adoption,Foster,1,3,1 year,Domestic Shorthair Mix,Brown Tabby,0.12121212121212122
A779187,Duke,11/02/2018 11:40:00 AM,Nov 2018,08/27/2011,Transfer,Partner,2,1,7 years,Great Dane Mix,Brown/Tricolor,0.30303030303030304
A726944,*Sweet Pea,06/08/2016 12:00:00 AM,Jun 2016,05/16/2006,Transfer,Partner,2,0,10 years,Labrador Retriever Mix,Black,0.3939393939393939
A912051,Gizzy,08/24/2024 07:42:00 PM,Aug 2024,08/24/2022,Return to Owner,Field,2,1,2 years,Miniature Schnauzer,Gray,0.15151515151515152
A668178,*Owen,01/02/2014 06:37:00 PM,Jan 2014,11/09/2013,Adoption,Foster,1,2,1 month,Domestic Shorthair Mix,Blue,0.09339975093399751
A741751,*Terrence,01/11/2017 01:30:00 PM,Jan 2017,01/07/2015,Transfer,Partner,1,2,2 years,Domestic Shorthair Mix,Brown Tabby,0.15151515151515152
A787270,*Monty,01/28/2019 03:39:00 PM,Jan 2019,06/04/2018,Transfer,Partner,1,1,7 months,Domestic Shorthair Mix,Black Tabby/White,0.10834371108343711
A856668,89 Grams,05/06/2022 02:23:00 PM,May 2022,05/03/2022,Transfer,Partner,1,0,3 days,Domestic Shorthair,Black,0.09115815691158158
A896247,Celest,01/29/2024 12:03:00 PM,Jan 2024,01/11/2020,Adoption,Foster,2,3,4 years,Siberian Husky Mix,Black/White,0.21212121212121213
A755635,*Zorro,08/14/2017 04:11:00 PM,Aug 2017,10/06/2016,Transfer,Partner,2,2,10 months,Labrador Retriever/Jack Russell Terrier,Yellow/White,0.11581569115815692
A652862,Ace Hunter,09/27/2019 06:44:00 AM,Sep 2019,03/01/2013,Adoption,Foster,2,2,6 years,Pointer Mix,White/Red Tick,0.2727272727272727
A781464,Panther,10/10/2018 06:03:00 PM,Oct 2018,09/30/2011,Died,In Kennel,1,2,7 years,Domestic Shorthair Mix,Blue,0.30303030303030304
A819091,Rooster,06/23/2020 11:25:00 AM,Jun 2020,06/22/2019,Transfer,Partner,2,1,1 year,Chihuahua Shorthair,Fawn,0.12121212121212122
A787654,Pepper,03/11/2019 12:00:00 AM,Mar 2019,01/17/2017,Transfer,Partner,1,2,2 years,Domestic Shorthair Mix,Brown Tabby/White,0.15151515151515152
A738333,Lady Bug,11/15/2016 12:00:00 AM,Nov 2016,11/13/2012,Transfer,Partner,2,3,4 years,Basset Hound/Pointer,Chocolate/White,0.21212121212121213
A898142,*Boden,03/27/2024 07:14:00 PM,Mar 2024,09/16/2023,Adoption,Foster,2,3,6 months,Plott Hound Mix,Brown Brindle/White,0.10585305105853052
A743072,Daisy,02/07/2017 05:02:00 PM,Feb 2017,02/03/2013,Transfer,Partner,2,0,4 years,Chihuahua Shorthair Mix,Tan/White,0.21212121212121213
A879291,A879291,04/26/2023 02:08:00 PM,Apr 2023,04/24/2022,Transfer,Partner,2,0,1 year,Dachshund Mix,Red,0.12121212121212122
A709084,Mr. Softie,09/01/2015 05:51:00 PM,Sep 2015,08/04/2008,Transfer,Partner,1,2,7 years,Domestic Shorthair Mix,Blue,0.30303030303030304
A799677,Glory,07/17/2019 01:43:00 PM,Jul 2019,12/24/2018,Transfer,Partner,2,0,6 months,Welsh Terrier,Black,0.10585305105853052
A910442,Panda,08/03/2024 04:59:00 PM,Aug 2024,07/30/2011,Euthanasia,Suffering,2,2,13 years,Bearded Collie Mix,Black/White,0.48484848484848486
A780227,*Dakota,09/18/2018 02:31:00 PM,Sep 2018,09/11/2017,Transfer,Partner,2,0,1 year,Chihuahua Shorthair,Red,0.12121212121212122
A782492,Bear,10/21/2018 06:28:00 PM,Oct 2018,01/08/2014,Transfer,Snr,1,2,4 years,Domestic Shorthair Mix,Black,0.21212121212121213
A650850,Mili,10/16/2015 12:14:00 PM,Oct 2015,02/13/2013,Transfer,Partner,2,0,2 years,Pomeranian/Chihuahua Shorthair,Buff,0.15151515151515152
A796159,Bunny,06/28/2019 12:16:00 PM,Jun 2019,05/29/2009,Transfer,Partner,2,3,10 years,Labrador Retriever/German Shepherd,Black/Tan,0.3939393939393939
A627576,Miles,02/14/2015 12:25:00 PM,Feb 2015,04/04/2012,Transfer,Partner,2,2,2 years,Labrador Retriever Mix,Brown,0.15151515151515152
A854118,*Bud,04/26/2022 03:17:00 PM,Apr 2022,02/15/2022,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Orange Tabby,0.09589041095890412
A761383,*Charlie,11/23/2017 03:07:00 PM,Nov 2017,10/12/2017,Transfer,Partner,1,1,1 month,Domestic Shorthair Mix,Blue/White,0.09339975093399751
A839609,*Viking,05/28/2023 06:34:00 PM,May 2023,01/24/2020,Adoption,Foster,2,2,3 years,American Bulldog/American Pit Bull Terrier,White/Tan,0.18181818181818182
A699227,*Caitlyn,08/25/2015 09:45:00 AM,Aug 2015,03/23/2015,Adoption,Foster,1,3,5 months,Domestic Medium Hair Mix,Cream Tabby/White,0.10336239103362391
A857480,*Pistachio,06/21/2022 03:58:00 PM,Jun 2022,04/17/2022,Adoption,Foster,1,3,2 months,Domestic Medium Hair,Tortie,0.09589041095890412
A801121,Precious,08/03/2019 05:09:00 PM,Aug 2019,01/31/2018,Transfer,Partner,1,0,1 year,Domestic Shorthair,Torbie,0.12121212121212122
A765537,Godzilla,07/02/2018 05:22:00 PM,Jul 2018,01/22/2014,Adoption,Foster,1,2,4 years,Domestic Longhair Mix,White/Brown Tabby,0.21212121212121213
A698266,Pee Wee,03/14/2015 12:18:00 PM,Mar 2015,03/12/2009,Transfer,Partner,2,3,6 years,Miniature Schnauzer Mix,Brown/White,0.2727272727272727
A710134,*Eddie,08/30/2015 12:00:00 AM,Aug 2015,03/18/2014,Transfer,Partner,2,2,1 year,Chihuahua Shorthair Mix,White/Black,0.12121212121212122
A676765,*Newton,04/21/2014 01:17:00 PM,Apr 2014,04/14/2012,Transfer,Partner,1,2,2 years,Domestic Shorthair Mix,Black,0.15151515151515152
A691584,Luke,10/13/2015 11:37:00 AM,Oct 2015,11/06/2012,Transfer,Partner,2,2,2 years,Labrador Retriever Mix,Tan/White,0.15151515151515152
A849314,Juno,01/06/2022 05:37:00 PM,Jan 2022,01/05/2011,Transfer,Partner,1,3,11 years,Domestic Shorthair Mix,Brown Tabby/White,0.4242424242424243
A769997,*Chewy,06/19/2018 01:43:00 PM,Jun 2018,04/13/2018,Adoption,Foster,2,2,2 months,Yorkshire Terrier/Norfolk Terrier,Black/Brown,0.09589041095890412
A832316,*Cody,04/22/2021 11:01:00 AM,Apr 2021,04/11/2019,Transfer,Partner,3,1,2 years,Guinea Pig,White/Brown,0.15151515151515152
A668550,*Pushkin,12/20/2013 12:51:00 PM,Dec 2013,12/04/2012,Transfer,Partner,1,2,1 year,Domestic Shorthair Mix,Brown Tabby,0.12121212121212122
A904098,*Evie,06/13/2024 02:47:00 PM,Jun 2024,05/22/2023,Adoption,Foster,2,3,1 year,German Shepherd,Black,0.12121212121212122
A684993,*Belle,08/03/2014 03:36:00 PM,Aug 2014,03/07/2014,Transfer,Partner,2,0,4 months,Catahoula/German Shepherd,Brown/White,0.10087173100871731
A854672,*A854672,05/07/2022 11:40:00 AM,May 2022,11/07/2021,Adoption,Foster,1,3,5 months,Domestic Shorthair,Orange Tabby,0.10336239103362391
A848392,Mia,12/20/2021 10:33:00 AM,Dec 2021,12/20/2020,Transfer,Partner,2,0,1 year,Staffordshire Mix,Fawn,0.12121212121212122
A868865,A868865,11/10/2022 06:42:00 PM,Nov 2022,08/09/2022,Transfer,Partner,3,4,3 months,Guinea Pig,Tricolor/Brown,0.09838107098381071
A823663,*Fig,10/06/2020 11:40:00 AM,Oct 2020,01/28/2020,Transfer,Partner,2,0,8 months,Australian Cattle Dog Mix,Fawn,0.11083437110834371
A721659,Milshake,03/02/2016 12:16:00 PM,Mar 2016,12/10/2015,Transfer,Partner,3,0,2 months,Guinea Pig Mix,Chocolate/White,0.09589041095890412
A860659,A860659,07/04/2022 01:19:00 PM,Jul 2022,05/17/2022,Transfer,Partner,1,1,1 month,Siamese Mix,Lynx Point,0.09339975093399751
A901555,*Fauna,04/20/2024 05:31:00 PM,Apr 2024,04/10/2020,Transfer,Partner,2,0,4 years,Doberman Pinsch,Brown/Tan,0.21212121212121213
A808560,*Granny Smith,11/13/2019 11:54:00 AM,Nov 2019,09/25/2019,Transfer,Partner,1,0,1 month,Domestic Shorthair,Brown Tabby,0.09339975093399751
A854664,Smokey,04/11/2022 10:59:00 AM,Apr 2022,10/07/2021,Transfer,Partner,2,1,6 months,Shih Tzu Mix,Black Smoke,0.10585305105853052
A808227,*Romano,12/03/2019 02:26:00 PM,Dec 2019,05/06/2018,Transfer,Partner,2,1,1 year,Dalmatian Mix,White/Black,0.12121212121212122
A843542,*Smokey,03/01/2022 01:19:00 PM,Mar 2022,04/03/2020,Adoption,Foster,2,3,1 year,Pit Bull,White/Black,0.12121212121212122
A802576,*Ramen,08/27/2019 11:23:00 AM,Aug 2019,02/20/2018,Transfer,Partner,2,1,1 year,Pit Bull,Blue/White,0.12121212121212122
A738723,*Celene,12/09/2016 09:20:00 AM,Dec 2016,10/11/2016,Adoption,Foster,1,3,1 month,Domestic Shorthair,Tortie,0.09339975093399751
A809787,Banjo,02/07/2020 06:15:00 PM,Feb 2020,02/01/2019,Adoption,Foster,2,2,1 year,Australian Cattle Dog,Red/White,0.12121212121212122
A846258,Baby,11/16/2021 12:20:00 PM,Nov 2021,11/12/2019,Transfer,Partner,2,1,2 years,Shih Tzu/Chihuahua Shorthair,White,0.15151515151515152
A840160,*Lily,08/07/2021 03:27:00 PM,Aug 2021,07/03/2021,Euthanasia,Suffering,1,0,5 weeks,Domestic Medium Hair,Black,0.09381486093814861
A679302,*Austin,05/25/2014 11:29:00 AM,May 2014,05/19/2013,Transfer,Partner,2,2,1 year,Chihuahua Shorthair/Dachshund Wirehair,Tan,0.12121212121212122
A821281,Buster,08/17/2020 12:00:00 AM,Aug 2020,08/07/2012,Transfer,Partner,2,2,8 years,Basset Hound/Beagle,Tricolor,0.33333333333333337
A795005,Hunter,09/06/2019 03:36:00 PM,Sep 2019,04/22/2019,Transfer,Partner,2,2,4 months,Pointer Mix,Fawn,0.10087173100871731
A776657,Margarita,10/09/2018 11:29:00 AM,Oct 2018,06/10/2018,Adoption,Foster,1,3,3 months,Domestic Shorthair Mix,Brown Tabby/White,0.09838107098381071
A677041,*Avery,05/26/2014 06:07:00 PM,May 2014,03/12/2014,Adoption,Foster,2,3,2 months,Border Collie Mix,Black,0.09589041095890412
A882504,*Chocolate Eclair,07/24/2023 03:12:00 PM,Jul 2023,04/28/2023,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Black,0.09589041095890412
A859849,A859849,06/24/2022 07:55:00 AM,Jun 2022,06/20/2017,Transfer,Partner,2,0,5 years,Shih Tzu,White/Black,0.24242424242424243
A799660,403 Grams,07/10/2019 07:29:00 PM,Jul 2019,07/07/2019,Transfer,Partner,2,1,3 days,Labrador Retriever Mix,Brown,0.09115815691158158
A833056,Piccolo,05/01/2021 02:09:00 PM,May 2021,01/06/2021,Adoption,Offsite,2,2,3 months,Labrador Retriever Mix,Brown/White,0.09838107098381071
A819044,*Oliver,08/27/2020 10:43:00 AM,Aug 2020,04/28/2020,Adoption,Foster,1,2,3 months,Domestic Shorthair,Orange Tabby/White,0.09838107098381071
A819299,*Turkey Lurkey,08/07/2020 02:36:00 PM,Aug 2020,05/25/2020,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Black,0.09589041095890412
A855659,*Hanzie,06/30/2022 01:57:00 PM,Jun 2022,03/15/2022,Adoption,Foster,1,3,3 months,Domestic Shorthair,Brown Tabby/White,0.09838107098381071
A874903,A874903,02/21/2023 06:21:00 PM,Feb 2023,02/20/2023,Transfer,Partner,2,4,1 day,Australian Cattle Dog Mix,Black,0.09099211290992114
A700106,Mr.Gray,04/20/2015 02:08:00 PM,Apr 2015,04/08/2014,Transfer,Partner,1,2,1 year,Domestic Shorthair Mix,Blue Tabby,0.12121212121212122
A768216,Sweetie,01/30/2019 02:47:00 PM,Jan 2019,03/15/2016,Transfer,Partner,2,3,2 years,Pug Mix,Fawn,0.15151515151515152
A700772,*Suzuki,04/24/2015 03:36:00 PM,Apr 2015,01/28/2015,Transfer,Partner,2,1,2 months,Labrador Retriever Mix,Black/White,0.09589041095890412
A805630,Starr,09/30/2019 08:10:00 AM,Sep 2019,09/29/2009,Euthanasia,At Vet,2,0,10 years,Chihuahua Shorthair,White/Black,0.3939393939393939
A777956,*Asparagus,08/21/2018 05:26:00 PM,Aug 2018,06/10/2018,Adoption,Foster,2,2,2 months,Pointer/Chihuahua Longhair,Sable,0.09589041095890412
A762274,*Rose,11/25/2017 01:11:00 PM,Nov 2017,11/17/2009,Transfer,Partner,1,3,8 years,Domestic Medium Hair Mix,White/Brown Tabby,0.33333333333333337
A854362,*Lyra,04/13/2022 08:34:00 AM,Apr 2022,12/03/2021,Adoption,Foster,2,3,4 months,Border Collie Mix,Brown,0.10087173100871731
A704378,Picasso,06/30/2015 12:13:00 PM,Jun 2015,06/08/2012,Transfer,Partner,1,2,3 years,Domestic Shorthair Mix,Blue Tabby,0.18181818181818182
A874146,*Rustle,03/02/2023 12:20:00 PM,Mar 2023,01/07/2023,Adoption,Foster,2,2,1 month,Standard Schnauzer Mix,Tricolor,0.09339975093399751
A608012,Bella,12/11/2019 06:12:00 AM,Dec 2019,11/23/2011,Adoption,Foster,2,3,8 years,Cardigan Welsh Corgi/Labrador Retriever,White/Tan,0.33333333333333337
A727306,*Ivy,06/17/2016 12:38:00 PM,Jun 2016,05/20/2011,Transfer,Partner,2,0,5 years,Pit Bull Mix,Black/White,0.24242424242424243
A714395,*Handsome,10/31/2015 05:49:00 PM,Oct 2015,04/25/2015,Transfer,Partner,2,2,6 months,Harrier Mix,White/Brown,0.10585305105853052
A820080,*Theodore,08/23/2021 09:47:00 AM,Aug 2021,07/11/2013,Adoption,Foster,1,2,8 years,Domestic Shorthair,Brown Tabby,0.33333333333333337
A802474,156 Grams,08/18/2019 06:00:00 PM,Aug 2019,08/09/2019,Transfer,Partner,1,0,1 weeks,Domestic Shorthair Mix,Tortie,0.09149024491490246
A865299,*Toph,11/23/2022 12:52:00 PM,Nov 2022,08/17/2022,Adoption,Foster,1,3,3 months,Domestic Shorthair,Calico,0.09838107098381071
A669788,Stella,07/15/2014 01:51:00 PM,Jul 2014,12/27/2010,Transfer,Partner,2,3,3 years,Great Dane,Black/White,0.18181818181818182
A689390,Jules,10/08/2014 11:25:00 AM,Oct 2014,10/03/2013,Transfer,Partner,2,0,1 year,Doberman Pinsch Mix,Black/Brown,0.12121212121212122
A869369,A869369,11/18/2022 12:00:00 AM,Nov 2022,11/17/2021,Transfer,Snr,1,4,1 year,Domestic Shorthair,Black/White,0.12121212121212122
A892213,*Anatasia,12/28/2023 01:00:00 PM,Dec 2023,09/14/2023,Adoption,Foster,1,3,3 months,Domestic Shorthair,White/Black,0.09838107098381071
A900665,*Millie,05/11/2024 12:00:00 AM,May 2024,03/22/2023,Adoption,Foster,2,3,1 year,Labrador Retriever Mix,Gold/White,0.12121212121212122
A874790,*Trudy,02/25/2023 02:43:00 PM,Feb 2023,02/18/2021,Transfer,Partner,1,3,2 years,Domestic Shorthair,Brown Tabby,0.15151515151515152
A822828,Winston,09/11/2020 11:44:00 AM,Sep 2020,09/10/2018,Transfer,Partner,1,2,2 years,Domestic Shorthair,Black,0.15151515151515152
A828320,Teddy,02/04/2021 02:53:00 PM,Feb 2021,11/19/2020,Adoption,Foster,2,2,2 months,Chihuahua Shorthair Mix,White/Tan,0.09589041095890412
A904962,Dot,07/21/2024 06:36:00 PM,Jul 2024,01/19/2023,Transfer,Partner,1,0,1 year,Domestic Shorthair,Black/White,0.12121212121212122
A905496,*Peony,07/05/2024 12:00:00 AM,Jul 2024,04/06/2024,Adoption,Foster,1,3,2 months,Domestic Shorthair,Brown Tabby/White,0.09589041095890412
A741111,*Bunny,02/18/2017 12:18:00 PM,Feb 2017,11/13/2016,Adoption,Foster,1,3,3 months,Domestic Shorthair Mix,Brown Tabby,0.09838107098381071
A708758,*Orwell,08/05/2015 04:10:00 PM,Aug 2015,06/27/2015,Transfer,Partner,1,1,1 month,Domestic Shorthair Mix,Cream Tabby,0.09339975093399751
A888277,Levi,11/02/2023 10:42:00 AM,Nov 2023,09/03/2018,Adoption,Foster,2,2,5 years,Border Collie Mix,Black/White,0.24242424242424243
A826579,Spike,03/06/2021 01:09:00 PM,Mar 2021,02/01/2019,Adoption,Foster,2,2,2 years,Labrador Retriever/Whippet,Tan/White,0.15151515151515152
A835400,Houston,06/05/2021 07:30:00 AM,Jun 2021,05/27/2009,Transfer,Partner,1,2,12 years,Domestic Shorthair,Black,0.4545454545454546
A784153,*Kennedy,12/28/2018 01:27:00 PM,Dec 2018,11/12/2017,Transfer,Partner,2,1,1 year,Pit Bull Mix,Brown Brindle/White,0.12121212121212122
A827224,*Tinsel,02/18/2021 08:44:00 AM,Feb 2021,11/10/2020,Adoption,Foster,1,3,3 months,Domestic Shorthair,Torbie,0.09838107098381071
A864974,Rio Bravo,09/03/2022 01:16:00 AM,Sep 2022,09/02/2014,Return to Owner,Field,2,1,8 years,Wirehaired Pointing Griffon,Gray/Brown,0.33333333333333337
A770926,*Vern,09/19/2018 01:58:00 PM,Sep 2018,04/05/2018,Adoption,Foster,1,3,5 months,Domestic Shorthair Mix,Brown Tabby,0.10336239103362391
A830582,Hershey,03/13/2021 01:56:00 PM,Mar 2021,12/27/2020,Adoption,Offsite,2,2,2 months,Treeing Walker Coonhound Mix,Chocolate/White,0.09589041095890412
A807513,*Manicotti,11/12/2019 12:37:00 PM,Nov 2019,09/19/2019,Transfer,Partner,1,1,1 month,Domestic Shorthair,Brown Tabby,0.09339975093399751
A850445,*Hua Mei,03/08/2022 12:59:00 PM,Mar 2022,01/05/2022,Adoption,Foster,1,3,2 months,Domestic Shorthair,White/Black,0.09589041095890412
A684356,*Chance,08/01/2014 02:13:00 PM,Aug 2014,07/22/2006,Transfer,Partner,2,1,8 years,German Shepherd Mix,Red/Black,0.33333333333333337
A772860,*Baxter,08/12/2018 12:16:00 PM,Aug 2018,05/02/2018,Adoption,Foster,1,2,3 months,Domestic Shorthair Mix,Brown Tabby/White,0.09838107098381071
A880680,A880680,05/12/2023 06:53:00 PM,May 2023,04/20/2023,Transfer,Partner,2,0,3 weeks,Chihuahua Shorthair Mix,Black/White,0.09265255292652554
A842198,*Jack,12/02/2021 03:30:00 PM,Dec 2021,08/15/2021,Adoption,Foster,1,2,3 months,Domestic Shorthair,Brown Tabby/White,0.09838107098381071
A749567,*Silas,05/18/2017 04:01:00 PM,May 2017,04/25/2017,Transfer,Partner,1,1,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.09265255292652554
